Unnamed: 0,aoi_id,type,land_use,coords,aoi_name,english_aoi_name,Address,English_Address
116,500004793,2,7,"[(116.31366745, 40.012830699999995)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口东北角100m","on the east side of Zhongguancun North Street, 100m from the northeast corner of the junction of Heqing Road and Zhongguancun North Street"
117,500004794,2,7,"[(116.3137421083787, 40.01251488364835)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口东北角100m","on the east side of Zhongguancun North Street, 100m from the northeast corner of the junction of Heqing Road and Zhongguancun North Street"
118,500004795,2,7,"[(116.31446905000001, 40.013315799999994)]",,,"荷清路东侧, 距离中关村北大街和荷清路交叉口东北角150m","on the east side of Heqing Road, 150m from the northeast corner of the junction of Zhongguancun North Street and Heqing Road"
119,500004796,2,7,"[(116.31454590000001, 40.0129974)]",,,"荷清路东侧, 距离中关村北大街和荷清路交叉口东北角150m","on the east side of Heqing Road, 150m from the northeast corner of the junction of Zhongguancun North Street and Heqing Road"
120,500004797,2,7,"[(116.31463490000002, 40.0126748)]",,,"荷清路东侧, 距离中关村北大街和荷清路交叉口东北角150m","on the east side of Heqing Road, 150m from the northeast corner of the junction of Zhongguancun North Street and Heqing Road"
121,500004798,2,7,"[(116.3146830312905, 40.01239904906704)]",挂甲屯社区,Guajiatai Community,"荷清路东侧, 距离中关村北大街和荷清路交叉口东北角150m","on the east side of Heqing Road, 150m from the northeast corner of the junction of Zhongguancun North Street and Heqing Road"
122,500004799,2,7,"[(116.31370385, 40.012229749999996)]",海淀区,Haidian District,"荷清路东侧, 距离中关村北大街和荷清路交叉口东北角50m","on the east side of Heqing Road, 50m from the northeast corner of the junction of Zhongguancun North Street and Heqing Road"
123,500004800,2,7,"[(116.31712184102695, 40.01759462038108)]",,,"未知路名东侧, 距离北五环和未知路名交叉口东角100m","on the east side of unknown road, 100m from the east corner of the junction of North Fifth Ring Road and unknown road"
124,500004801,2,7,"[(116.31718155, 40.017234949999995)]",,,"未知路名东侧, 距离北五环和未知路名交叉口东角100m","on the east side of unknown road, 100m from the east corner of the junction of North Fifth Ring Road and unknown road"
125,500004802,2,7,"[(116.317232029407, 40.01685619905133)]",,,"未知路名东侧, 距离北五环和未知路名交叉口东南角100m","on the east side of unknown road, 100m from the southeast corner of the junction of North Fifth Ring Road and unknown road"
126,500004808,2,7,"[(116.33929886793543, 40.01936873607286)]",北京培黎职业学院,Beijing Peili Vocational College,"双清路西侧, 距离双清路和双清路交叉口西南角150m","on the west side of Shuangqing Road, 150m from the southwest corner of the junction of Shuangqing Road and Shuangqing Road"
127,500005336,2,7,"[(116.31361852669426, 40.01589261982106)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口北角450m","on the east side of Zhongguancun North Street, 450m from the north corner of the junction of Heqing Road and Zhongguancun North Street"
128,500005337,2,7,"[(116.31463842978137, 40.0161359692753)]",,,"北五环东侧, 距离北五环和北五环交叉口东角900m","on the east side of North Fifth Ring Road, 900m from the east corner of the junction of North Fifth Ring Road and North Fifth Ring Road"
129,500005338,2,7,"[(116.31283047790976, 40.01513022732874)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口北角400m","on the east side of Zhongguancun North Street, 400m from the north corner of the junction of Heqing Road and Zhongguancun North Street"
130,500005339,2,7,"[(116.31348641985642, 40.01647800059147)]",,,"北五环东侧, 距离北五环和北五环交叉口东角850m","on the east side of North Fifth Ring Road, 850m from the east corner of the junction of North Fifth Ring Road and North Fifth Ring Road"
131,500005340,2,7,"[(116.317037, 40.014056149999995)]",,,"荷清路东侧, 距离中关村北大街和荷清路交叉口东北角350m","on the east side of Heqing Road, 350m from the northeast corner of the junction of Zhongguancun North Street and Heqing Road"
132,500005341,2,7,"[(116.31358385000003, 40.01616464999999)]",,,"北五环东侧, 距离北五环和北五环交叉口东角850m","on the east side of North Fifth Ring Road, 850m from the east corner of the junction of North Fifth Ring Road and North Fifth Ring Road"
133,500005342,2,7,"[(116.31455870159473, 40.016559429324154)]",,,"北五环东侧, 距离北五环和北五环交叉口东角900m","on the east side of North Fifth Ring Road, 900m from the east corner of the junction of North Fifth Ring Road and North Fifth Ring Road"
134,500005343,2,7,"[(116.31450210000001, 40.016982999999996)]",,,"北五环东侧, 距离北五环和北五环交叉口东角950m","on the east side of North Fifth Ring Road, 950m from the east corner of the junction of North Fifth Ring Road and North Fifth Ring Road"
135,500005344,2,7,"[(116.31570635402078, 40.015939977599494)]",,,"北五环东侧, 距离北五环和北五环交叉口东角1000m","on the east side of North Fifth Ring Road, 1000m from the east corner of the junction of North Fifth Ring Road and North Fifth Ring Road"
136,500005345,2,7,"[(116.31632609267561, 40.0170075795239)]",,,"未知路名东侧, 距离北五环和未知路名交叉口东南角50m以内","on the east side of unknown road, within 50m from the southeast corner of the junction of North Fifth Ring Road and unknown road"
137,500005346,2,7,"[(116.31568435000001, 40.016235800000004)]",,,"北五环东侧, 距离北五环和北五环交叉口东角1000m","on the east side of North Fifth Ring Road, 1000m from the east corner of the junction of North Fifth Ring Road and North Fifth Ring Road"
138,500005347,2,7,"[(116.31730643769095, 40.015967428429356)]",,,"未知路名东侧, 距离北五环和未知路名交叉口东南角50m","on the east side of unknown road, 50m from the southeast corner of the junction of North Fifth Ring Road and unknown road"
139,500005348,2,7,"[(116.31576470000002, 40.013897400000005)]",,,"荷清路北侧, 距离中关村北大街和荷清路交叉口东北角250m","on the north side of Heqing Road, 250m from the northeast corner of the junction of Zhongguancun North Street and Heqing Road"
140,500005349,2,7,"[(116.31355695, 40.015536)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口北角400m","on the east side of Zhongguancun North Street, 400m from the north corner of the junction of Heqing Road and Zhongguancun North Street"
141,500005350,2,7,"[(116.31516805884547, 40.0137223686543)]",,,"荷清路东侧, 距离中关村北大街和荷清路交叉口东北角200m","on the east side of Heqing Road, 200m from the northeast corner of the junction of Zhongguancun North Street and Heqing Road"
142,500005351,2,7,"[(116.31469155, 40.015751200000004)]",,,"北五环东侧, 距离北五环和北五环交叉口东角900m","on the east side of North Fifth Ring Road, 900m from the east corner of the junction of North Fifth Ring Road and North Fifth Ring Road"
143,500005352,2,7,"[(116.31360127308493, 40.01520531970607)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口北角400m","on the east side of Zhongguancun North Street, 400m from the north corner of the junction of Heqing Road and Zhongguancun North Street"
144,500005353,2,7,"[(116.31656760306991, 40.01555298114802)]",,,"未知路名东侧, 距离北五环和未知路名交叉口东南角50m以内","on the east side of unknown road, within 50m from the southeast corner of the junction of North Fifth Ring Road and unknown road"
145,500005354,2,7,"[(116.31625695000001, 40.0175414)]",,,"北五环东侧, 距离未知路名和北五环交叉口东角50m以内","on the east side of North Fifth Ring Road, within 50m from the east corner of the junction of unknown road and North Fifth Ring Road"
146,500005355,2,7,"[(116.31744262929178, 40.01564896989068)]",,,"未知路名东侧, 距离北五环和未知路名交叉口东南角50m","on the east side of unknown road, 50m from the southeast corner of the junction of North Fifth Ring Road and unknown road"
147,500005356,2,7,"[(116.31645672190044, 40.015913569473625)]",,,"未知路名东侧, 距离北五环和未知路名交叉口东南角50m以内","on the east side of unknown road, within 50m from the southeast corner of the junction of North Fifth Ring Road and unknown road"
148,500005357,2,7,"[(116.31610408029255, 40.0133365562807)]",,,"荷清路东侧, 距离中关村北大街和荷清路交叉口东北角300m","on the east side of Heqing Road, 300m from the northeast corner of the junction of Zhongguancun North Street and Heqing Road"
149,500005358,2,7,"[(116.31642485000002, 40.016275099999994)]",,,"未知路名东侧, 距离北五环和未知路名交叉口东南角50m以内","on the east side of unknown road, within 50m from the southeast corner of the junction of North Fifth Ring Road and unknown road"
150,500005359,2,7,"[(116.31618595, 40.013042899999995)]",,,"荷清路东侧, 距离中关村北大街和荷清路交叉口东北角300m","on the east side of Heqing Road, 300m from the northeast corner of the junction of Zhongguancun North Street and Heqing Road"
151,500005360,2,7,"[(116.31516533138006, 40.01339649926377)]",,,"荷清路东侧, 距离中关村北大街和荷清路交叉口东北角200m","on the east side of Heqing Road, 200m from the northeast corner of the junction of Zhongguancun North Street and Heqing Road"
152,500005361,2,7,"[(116.3145818, 40.015341799999995)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口东北角400m","on the east side of Zhongguancun North Street, 400m from the northeast corner of the junction of Heqing Road and Zhongguancun North Street"
153,500005362,2,7,"[(116.3169661665007, 40.01524315197323)]",,,"未知路名东侧, 距离北五环和未知路名交叉口东南角50m以内","on the east side of unknown road, within 50m from the southeast corner of the junction of North Fifth Ring Road and unknown road"
154,500005364,2,7,"[(116.31553552390311, 40.01720000289989)]",体育大学家属院北区,Sports University Family Housing North District,"北五环南侧, 距离北五环和北五环交叉口西南角800m","on the south side of North Fifth Ring Road, 800m from the southwest corner of the junction of North Fifth Ring Road and North Fifth Ring Road"
155,500006379,2,7,"[(116.33578072401532, 40.011854619586046)]",,,"双清路北侧, 距离月泉路和双清路交叉口西南角400m","on the north side of Shuangqing Road, 400m from the southwest corner of the junction of Yuequan Road and Shuangqing Road"
156,500006727,2,8,"[(116.35464283244912, 39.99471281967275)]",学院路20号院周边,Academy Road No. 20 Compound Perimeter,"志新路东侧, 距离志新西路和志新路交叉口西北角400m","on the east side of Zhixin Road, 400m from the northwest corner of the junction of Zhixin West Road and Zhixin Road"
157,500006728,2,7,"[(116.35745205113803, 39.993679380953445)]",,,"志新西路北侧, 距离清华东路和志新西路交叉口南角750m","on the north side of Zhixin West Road, 750m from the south corner of the junction of Tsinghua East Road and Zhixin West Road"
158,500006733,2,7,"[(116.34931798685767, 39.993865754106096)]",中国石油南区,PetroChina South Area,"志新路西侧, 距离成府路和志新路交叉口东北角350m","on the west side of Zhixin Road, 350m from the northeast corner of the junction of Xueyuan Road and Zhixin Road"
